true_class / predicted_class,OOK,4ASK,8ASK,BPSK,QPSK,8PSK,16PSK,32PSK,16APSK,32APSK,64APSK,128APSK,16QAM,32QAM,64QAM,128QAM,256QAM,AM-SSB-WC,AM-SSB-SC,AM-DSB-WC,AM-DSB-SC,FM,GMSK,OQPSK
OOK,77.82733623798077,0.6047175480769231,0.029109074519230768,0.800030048076923,0.18780048076923078,0.1812274639423077,0.3248948317307693,1.0347806490384617,0.33240685096153844,2.6939978966346154,0.4657451923076923,2.8648963341346154,0.052584134615384616,0.08544921875,2.2921048677884617,0.17465444711538464,2.7794471153846154,0.0028170072115384615,0.0037560096153846155,0.04976712740384615,0.01220703125,0.030048076923076924,1.7841045673076923,5.386117788461538
4ASK,10.50555889423077,62.24271334134615,6.240609975961538,0.69580078125,0.17183743990384615,0.15869140625,0.32019981971153844,0.9934645432692308,0.2741887019230769,2.564415564903846,0.5023662860576923,2.6432917668269234,0.06479116586538461,0.09202223557692307,2.1756685697115383,0.13897235576923078,2.6329627403846154,0.17183743990384615,0.022536057692307692,0.06197415865384615,0.01220703125,0.03756009615384616,1.806640625,5.469689002403847
8ASK,8.99188701923077,7.742074819711539,62.36853966346154,0.6882887620192308,0.16808143028846154,0.14366736778846154,0.34273587740384615,1.0141225961538463,0.3098707932692307,2.5531475360576925,0.4685621995192308,2.623572716346154,0.06760817307692307,0.1117412860576923,2.2742638221153846,0.1361553485576923,2.4986853966346154,0.2525916466346154,0.14366736778846154,0.05070612980769231,0.008451021634615384,0.01784104567307692,1.6817533052884617,5.341984675480769
BPSK,0.15305739182692307,0.0,0.007512019230769231,69.15001502403845,0.4535381610576923,0.36714993990384615,0.15493539663461536,1.1070838341346154,0.2234825721153846,5.389873798076923,0.5380483774038461,5.134465144230769,0.19249549278846154,0.23287259615384615,2.6874248798076925,0.22254356971153846,3.6545973557692304,0.0009390024038461539,0.0018780048076923077,0.057279146634615384,0.015024038461538462,0.022536057692307692,2.3662860576923075,7.866962139423077
QPSK,0.06103515625,0.0018780048076923077,0.013146033653846154,0.5709134615384615,61.93941556490385,1.0760967548076923,0.37841796875,1.7437274639423077,3.0207707331730766,6.063138521634615,0.9868915264423076,5.900691105769231,0.5943885216346154,0.7887620192307692,3.8949819711538463,0.54931640625,3.773850661057692,0.058218149038461536,0.0,0.07136418269230768,0.01220703125,0.025353064903846156,2.3165189302884617,6.158916766826923
8PSK,0.07230318509615385,0.0018780048076923077,0.010329026442307692,0.5605844350961539,0.922100360576923,58.433180588942314,1.50146484375,3.5879281850961537,3.7099984975961537,6.143892728365385,1.0723407451923077,5.775803786057692,0.4497821514423077,0.927734375,3.82080078125,0.6488506610576923,3.7729116586538463,0.0028170072115384615,0.0018780048076923077,0.08169320913461539,0.015963040865384616,0.03662109375,2.3982121394230766,6.050931490384615
16PSK,0.056340144230769225,0.0018780048076923077,0.011268028846153846,0.5727914663461539,0.8497971754807692,2.379432091346154,52.36159104567307,8.490459735576923,3.9306640625,5.978628305288462,1.0526216947115383,5.741999699519231,0.4835862379807692,0.9718674879807692,3.8508488581730766,0.7033128004807692,3.8301908052884617,0.0009390024038461539,0.0,0.07418118990384615,0.01220703125,0.03192608173076923,2.4329552283653846,6.180513822115385
32PSK,0.05540114182692307,0.0009390024038461539,0.014085036057692306,0.5352313701923077,0.8958082932692308,2.4226262019230766,3.38134765625,57.65662560096154,3.7053034855769234,6.132624699519231,1.025390625,6.067833533653847,0.5080003004807692,0.8629432091346154,3.639573317307692,0.6357046274038461,3.7391075721153846,0.00469501201923077,0.0018780048076923077,0.06479116586538461,0.016902043269230768,0.03662109375,2.3475060096153846,6.249060997596153
16APSK,0.046011117788461536,0.0,0.005634014423076923,0.5812424879807692,0.5023662860576923,0.5173903245192308,0.15869140625,1.300518329326923,59.071702223557686,6.883826622596153,2.1099384014423075,6.733586237980769,1.361553485576923,2.452674278846154,4.1015625,0.982196514423077,4.009540264423077,0.28170072115384615,0.0009390024038461539,0.07605919471153846,0.010329026442307692,0.04413311298076923,2.550330528846154,6.218073918269231
32APSK,0.05070612980769231,0.0018780048076923077,0.00469501201923077,0.5089393028846154,0.3126878004807693,0.3586989182692307,0.146484375,1.201923076923077,0.6394606370192308,64.7930438701923,1.7972506009615383,10.414475661057693,0.3868689903846154,1.3596754807692308,3.953200120192308,0.7136418269230769,4.847130408653847,0.0037560096153846155,0.08075420673076923,0.06009615384615385,0.01784104567307692,0.039438100961538464,2.3352989783653846,5.972055288461538
64APSK,0.04788912259615384,0.0009390024038461539,0.0018780048076923077,0.5126953125,0.390625,0.439453125,0.15775240384615385,1.2479341947115383,1.0516826923076923,7.937387319711539,54.15132962740385,10.543118990384617,0.8535531850961539,2.1136944110576925,4.701585036057692,2.4742713341346154,4.871544471153847,0.03192608173076923,0.0018780048076923077,0.04788912259615384,0.00939002403846154,0.020658052884615384,2.2648737980769234,6.126051682692308
128APSK,0.07042518028846154,0.0009390024038461539,0.00939002403846154,0.5680964543269231,0.35682091346153844,0.38123497596153844,0.15869140625,1.25732421875,0.8028470552884616,8.69891826923077,3.4085787259615383,62.17886117788461,0.6422776442307692,1.2657752403846154,4.371056189903847,2.001953125,5.567345252403847,0.0037560096153846155,0.00469501201923077,0.10610727163461538,0.014085036057692306,0.040377103365384616,2.2770808293269234,5.813363882211538
16QAM,0.053523137019230775,0.0009390024038461539,0.0018780048076923077,0.5342923677884615,0.3990760216346154,0.4159780649038462,0.17465444711538464,1.276104266826923,1.2479341947115383,7.689490685096153,1.929649939903846,7.989032451923077,56.178635817307686,1.4366736778846154,5.428372896634615,1.4864408052884617,5.31005859375,0.0028170072115384615,0.0,0.05915715144230769,0.010329026442307692,0.030987079326923076,2.2526667668269234,6.09130859375
32QAM,0.056340144230769225,0.0009390024038461539,0.0018780048076923077,0.5389873798076923,0.3643329326923077,0.4347581129807692,0.15869140625,1.220703125,1.239483173076923,7.792780949519231,3.093073918269231,8.716759314903847,0.9990985576923076,53.196364182692314,4.839618389423077,3.892164963942308,4.984224759615385,0.00469501201923077,0.00939002403846154,0.06197415865384615,0.01878004807692308,0.048828125,2.320274939903846,6.005859375
64QAM,0.05540114182692307,0.0009390024038461539,0.008451021634615384,0.5756084735576923,0.40283203125,0.3699669471153846,0.1568134014423077,1.190655048076923,0.8159930889423076,8.223783052884617,2.0545372596153846,8.902681790865383,1.0732797475961537,1.3690655048076923,51.43479567307693,3.9071890024038463,11.069899338942307,0.0037560096153846155,0.04319411057692307,0.08920522836538461,0.030987079326923076,0.046011117788461536,2.2310697115384617,5.943885216346153
128QAM,0.04788912259615384,0.0018780048076923077,0.006573016826923077,0.5671574519230769,0.3699669471153846,0.4141000600961538,0.15117938701923078,1.3146033653846154,1.0629507211538463,7.994666466346153,3.101524939903846,9.15057842548077,0.9897085336538461,2.5446965144230766,5.525090144230769,51.44700270432693,6.934532752403847,0.0009390024038461539,0.006573016826923077,0.06948617788461539,0.023475060096153848,0.026292067307692308,2.287409855769231,5.961726262019231
